id,target
1377,1
1386,1
1387,0
1392,1
1397,0
1398,0
1400,1
1403,0
1404,1
1410,1
1413,0
1416,1
1417,1
1423,1
1424,1
1426,1
1427,0
1428,0
1430,0
1434,0
1435,0
1437,1
1438,0
1442,0
1446,1
1451,1
1457,1
1461,1
1462,0
1465,0
1468,0
1469,1
1471,0
1476,0
1478,1
1481,0
1489,0
1490,0
1492,1
1496,0
1512,0
1516,1
1517,1
1528,1
1529,1
1536,1
1539,1
1541,0
1542,1
1548,1
1550,0
1551,0
1552,1
1557,1
1563,1
1564,0
1565,0
1566,1
1571,0
1578,0
1581,0
1583,0
1584,0
1586,0
1589,0
1592,1
1598,0
1606,0
1612,1
1616,0
1620,0
1624,0
1629,0
1630,0
1635,0
1640,1
1641,1
1642,0
1651,1
1655,1
1656,1
1659,1
1664,1
1667,1
1668,1
1674,1
1678,1
1680,0
1681,1
1682,1
1685,1
1695,0
1696,0
1697,1
1704,1
1708,1
1711,0
1713,0
1714,0
1717,0
1729,1
1730,0
1732,0
1734,1
1736,1
1738,1
1742,1
1743,1
1746,1
1748,1
1749,0
1751,0
1758,1
1764,1
1765,1
1777,1
1778,1
1781,1
1782,1
1783,1
1785,0
1788,0
1793,1
1794,1
1795,1
1797,1
1800,1
1801,1
1805,1
1806,0
1819,1
1820,0
1825,0
1828,1
1829,1
1830,0
1839,1
1843,1
1844,1
1846,0
1849,1
1850,0
1854,1
1855,1
1858,1
1859,1
1862,0
1867,1
1868,1
1871,1
1872,1
1874,1
1876,0
1879,0
1884,1
1891,0
1894,0
1896,1
1902,1
1903,1
1904,0
1906,0
1907,1
1912,0
1913,1
1923,1
1926,1
1928,1
1930,1
1931,1
1934,1
1936,1
1944,1
1946,1
1947,1
1958,0
1964,0
1970,1
1974,1
1977,1
1978,1
1982,0
1984,1
1988,0
1993,1
1997,1
1998,0
2002,0
2004,1
2005,1
2008,0
2011,1
2013,0
2018,1
2021,1
2025,1
2029,1
2030,0
2032,1
2037,0
2041,1
2044,1
2048,1
2052,0
2053,0
2054,0
2062,0
2065,0
2066,0
2072,1
2079,0
2080,1
2085,1
2088,0
2090,0
2092,0
2093,1
2101,0
2104,0
2105,1
2106,0
2107,0
2120,0
2124,0
2127,0
2130,1
2132,1
2135,0
2137,0
2140,0
2143,1
2147,1
2151,1
2152,1
2155,0
2156,0
2162,1
2165,0
2166,1
2167,0
2168,0
2170,1
2178,0
2180,1
2182,0
2184,0
2185,1
2187,1
2196,0
2197,0
2199,0
2200,1
2201,1
2202,0
2206,0
2208,0
2218,1
2223,0
2224,0
2226,0
2228,0
2232,0
2234,0
2243,0
2247,0
2249,0
2252,0
2253,0
2259,0
2261,1
2264,0
2268,0
2269,0
2270,0
2276,1
2283,0
2287,0
2290,1
2291,1
2293,0
2295,0
2302,1
2305,0
2310,0
2313,0
2316,0
2320,0
2322,0
2323,0
2326,1
2328,0
2331,0
2335,1
2338,0
2343,0
2344,1
2345,0
2353,0
2355,0
2357,1
2360,0
2365,0
2369,0
2371,0
2378,0
2380,0
2381,0
2383,1
2384,1
2392,0
2393,0
2401,0
2403,1
2404,1
2405,1
2407,1
2411,0
2424,1
2426,1
2431,0
2433,0
2434,0
2436,0
2439,1
2444,1
2447,1
2448,1
2449,1
2450,0
2461,1
2469,1
2472,1
2473,1
2474,1
2477,1
2481,1
2484,1
2495,1
2503,0
2509,0
2511,0
2518,1
2522,0
2525,0
2526,0
2529,0
2533,0
2549,0
2551,0
2558,1
2562,0
2563,1
2567,0
2574,1
2577,0
2578,0
2580,1
2581,0
2583,1
2584,1
2586,1
2589,0
2595,0
2596,1
2600,0
2601,0
2607,0
2610,0
2613,0
2615,1
2618,1
2620,1
2623,1
2626,0
2630,0
2634,1
2636,0
2638,0
2639,0
2646,0
2650,1
2652,1
2653,1
2654,1
2662,1
2665,0
2669,0
2674,0
2678,1
2681,0
2685,1
2686,1
2690,0
2697,1
2699,0
2704,0
2705,0
2710,0
2712,1
2713,0
2716,1
2717,1
2718,0
2721,0
2722,1
2735,0
2737,1
2738,1
2742,1
2745,0
2746,1
2747,1
2750,0
2751,0
2754,1
2762,1
2764,1
2772,1
2775,0
2776,1
2779,1
2781,1
2789,1
2790,0
2791,1
2798,1
2800,1
2804,0
2805,0
2806,0
2809,0
2810,0
2812,0
2814,0
2816,1
2818,1
2823,0
2824,0
2834,0
2837,1
2840,1
2845,0
2847,1
2848,1
2850,1
2859,0
2862,1
2868,0
2874,0
2876,0
2892,0
2894,1
2897,1
2901,0
2903,1
2904,0
2906,1
2914,1
2918,0
2919,1
2923,1
2926,0
2928,0
2930,1
2938,1
2940,1
2949,0
2951,0
2958,1
2961,0
2962,0
2964,1
2966,0
2967,0
2968,0
2972,0
2977,0
2978,0
2979,0
2981,0
2985,1
2986,0
2989,1
2994,0
2996,0
2997,0
2999,0
3002,0
3007,1
3008,0
3017,0
3020,0
3024,0
3028,1
3031,0
3032,0
3033,1
3035,0
3040,0
3041,0
3046,0
3050,0
3063,0
3065,0
3067,0
3069,1
3076,1
3078,1
3081,1
3087,1
3088,1
3094,1
3096,1
3098,1
3103,1
3110,0
3113,1
3121,0
3127,0
3128,1
3129,1
3135,1
3143,1
3146,1
3148,0
3149,1
3151,1
3156,0
3160,0
3164,1
3169,0
3178,0
3187,0
3194,0
3202,0
3203,0
3204,0
3206,1
3207,0
3208,0
3209,0
3213,0
3214,0
3215,0
3220,0
3223,0
3224,0
3226,0
3228,0
3230,0
3232,0
3233,0
3234,0
3238,0
3246,1
3247,1
3250,1
3251,0
3254,1
3257,1
3258,0
3261,1
3267,1
3268,1
3269,0
3271,1
3272,1
3273,1
3279,1
3290,0
3291,1
3293,0
3294,0
3298,1
3305,1
3306,1
3307,0
3310,0
3313,1
3314,0
3315,0
3316,1
3321,1
3325,1
3326,0
3327,0
3330,1
3331,1
3332,0
3333,1
3343,0
3344,0
3348,1
3349,0
3350,0
3352,1
3353,0
3354,1
3358,1
3360,0
3366,0
3371,1
3374,1
3375,1
3378,0
3382,0
3384,0
3385,0
3386,1
3392,1
3399,1
3407,0
3409,0
3416,0
3420,1
3422,0
3424,0
3426,0
3427,0
3434,1
3438,0
3441,0
3442,1
3443,1
3444,1
3449,0
3453,0
3454,1
3456,0
3457,0
3458,1
3461,0
3467,1
3479,0
3488,0
3491,1
3496,0
3502,0
3507,0
3511,0
3515,0
3516,0
3538,0
3539,1
3541,0
3545,0
3546,0
3547,0
3551,0
3553,0
3556,1
3558,0
3559,0
3561,0
3562,0
3563,0
3564,0
3571,0
3574,1
3576,0
3577,1
3579,1
3580,0
3586,1
3590,0
3599,0
3600,0
3601,1
3605,0
3606,1
3612,0
3614,0
3615,0
3616,0
3620,0
3622,0
3624,0
3630,0
3644,1
3649,1
3651,1
3654,0
3665,1
3668,0
3671,0
3672,0
3673,0
3677,0
3678,0
3687,1
3688,1
3693,1
3698,1
3699,0
3701,1
3703,1
3706,0
3707,0
3709,0
3711,1
3714,1
3716,1
3720,1
3728,1
3731,0
3732,0
3733,1
3734,1
3740,1
3746,0
3749,1
3751,1
3755,1
3757,1
3762,1
3767,0
3769,0
3779,1
3781,0
3782,1
3783,1
3784,0
3790,0
3791,1
3792,1
3794,1
3799,1
3801,0
3804,1
3808,0
3809,1
3811,1
3813,0
3817,1
3818,1
3823,1
3843,0
3844,1
3846,1
3847,1
3852,0
3854,1
3856,1
3863,1
3865,0
3867,0
3871,1
3872,1
3878,1
3880,1
3881,1
3882,1
3883,0
3884,1
3885,0
3886,0
3890,0
3891,1
3898,0
3902,0
3909,0
3910,0
3912,1
3915,1
3918,1
3920,0
3925,0
3928,0
3929,0
3930,1
3931,0
3934,0
3939,0
3941,0
3942,0
3943,0
3946,0
3963,0
3965,1
3966,0
3971,1
3972,1
3974,1
3976,1
3978,0
3981,0
3985,0
3986,0
3987,1
3988,1
3991,1
3999,0
4001,1
4002,1
4004,0
4007,0
4009,0
4013,0
4015,1
4016,1
4023,0
4031,1
4035,0
4036,0
4037,1
4040,1
4048,0
4053,1
4056,1
4059,0
4066,1
4067,0
4069,1
4070,0
4071,0
4073,1
4074,0
4075,0
4082,1
4090,1
4099,1
4102,1
4106,1
4109,0
4110,0
4115,1
4118,0
4120,0
4125,1
4126,0
4130,1
4134,0
4136,1
4137,0
4144,1
4148,0
4151,1
4155,1
4162,0
4165,1
4169,1
4174,0
4179,1
4185,0
4186,1
4187,1
4188,1
4190,1
4192,0
4193,1
4194,0
4195,1
4196,1
4207,1
4208,1
4215,1
4217,1
4222,1
4223,1
4226,1
4228,1
4229,1
4231,1
4234,1
4236,1
4249,0
4254,1
4258,1
4259,1
4263,1
4267,1
4277,0
4278,1
4280,1
4283,1
4285,1
4286,1
4287,1
4290,1
4291,1
4294,1
4302,0
4308,0
4310,0
4311,0
4315,0
4316,0
4319,0
4331,1
4338,0
4339,1
4340,1
4344,1
4346,1
4347,0
4360,0
4364,0
4367,0
4369,1
4370,0
4371,1
4380,1
4386,0
4389,0
4390,0
4394,0
4399,0
4400,0
4404,0
4409,1
4414,1
4417,0
4418,1
4419,1
4420,1
4422,1
4429,0
4431,1
4433,0
4434,1
4439,0
4443,0
4446,1
4447,1
4453,1
4460,0
4461,1
4462,1
4467,1
4469,1
4473,0
4474,0
4475,1
4477,0
4481,1
4483,0
4484,0
4485,1
4495,0
4497,0
4500,0
4501,0
4502,0
4505,0
4506,0
4510,1
4512,1
4513,1
4532,0
4535,1
4536,0
4540,0
4545,1
4552,0
4554,0
4555,0
4558,0
4559,1
4560,1
4566,1
4570,0
4572,0
4574,1
4581,0
4583,0
4586,0
4591,0
4594,1
4603,0
4605,1
4612,0
4613,0
4615,1
4618,0
4621,1
4623,0
4626,0
4629,0
4633,1
4636,1
4638,0
4640,1
4643,1
4645,0
4647,1
4648,0
4651,0
4652,0
4653,1
4654,0
4660,0
4662,0
4663,0
4665,1
4668,1
4676,1
4683,1
4685,1
4686,0
4701,0
4718,0
4721,1
4727,1
4728,0
4733,0
4741,1
4743,1
4746,0
4751,0
4756,0
4761,1
4763,0
4764,1
4767,1
4772,0
4776,0
4780,0
4781,1
4792,0
4796,1
4801,0
4804,0
4805,0
4806,1
4811,0
4815,0
4816,0
4817,1
4818,0
4822,0
4824,1
4827,0
4837,0
4838,0
4839,1
4841,1
4851,1
4855,0
4861,0
4862,0
4863,0
4865,0
4871,0
4873,0
4880,0
4885,1
4886,0
4902,0
4904,1
4907,0
4916,0
4921,1
4925,1
4927,0
4928,1
4930,0
4932,1
4933,1
4937,0
4939,1
4941,0
4942,0
4947,0
4949,0
4950,1
4956,0
4960,1
4963,1
4965,1
4976,1
4977,1
4987,1
4991,1
4994,1
4999,1
5003,1
5006,1
5009,1
5011,0
5012,0
5014,1
5020,1
5021,0
5023,1
5026,0
5030,0
5031,1
5036,0
5042,0
5045,1
5048,1
5051,1
5053,0
5054,1
5057,0
5058,0
5066,0
5070,0
5077,0
5081,0
5084,0
5086,0
5090,0
5091,1
5093,1
5100,1
5108,0
5111,1
5112,0
5118,0
5121,0
5123,0
5129,0
5133,0
5143,1
5147,0
5151,1
5156,0
5158,0
5161,1
5163,0
5167,1
5173,1
5205,0
5214,1
5215,0
5216,0
5217,1
5225,1
5237,0
5239,1
5240,0
5241,0
5246,1
5250,0
5253,0
5258,1
5261,1
5268,1
5275,1
5277,0
5279,0
5288,1
5289,0
5294,1
5303,1
5307,0
5311,0
5312,1
5314,0
5318,1
5327,1
5329,0
5333,0
5334,1
5340,0
5348,1
5358,1
5360,0
5361,0
5363,0
5364,1
5369,0
5370,1
5374,0
5376,0
5388,0
5390,1
5393,1
5394,0
5395,0
5398,0
5399,1
5401,1
5402,0
5405,1
5414,0
5415,1
5419,0
5421,1
5422,1
5424,0
5427,0
5429,1
5431,1
5433,1
5434,1
5435,1
5436,1
5438,1
5440,1
5441,0
5447,0
5451,1
5453,1
5456,1
5457,0
5463,0
5464,1
5470,1
5472,1
5474,1
5478,1
5483,0
5490,0
5500,1
5504,0
5508,1
5511,1
5512,0
5513,1
5516,0
5523,1
5527,0
5530,1
5533,1
5536,1
5537,1
5542,1
5543,1
5546,1
5549,0
5550,0
5551,1
5562,1
5566,1
5568,1
5571,1
5572,1
5574,1
5583,1
5585,1
5591,1
5596,1
5597,1
5601,0
5606,1
5607,1
5610,1
5615,0
5616,1
5623,0
5630,1
5636,0
5637,0
5639,0
5640,0
5643,0
5648,1
5649,1
5660,1
5666,1
5667,1
5678,1
5679,0
5681,1
5682,0
5691,1
5696,0
5697,1
5700,0
5701,1
5702,0
5708,0
5709,1
5718,0
5723,1
5725,1
5728,1
5731,0
5735,0
5737,0
5738,0
5742,1
5747,0
5749,0
5750,0
5755,1
5756,1
5761,1
5762,0
5767,1
5768,0
5770,1
5773,1
5774,0
5779,0
5782,0
5785,0
5786,0
5787,1
5788,1
5796,0
5802,1
5806,1
5809,1
5810,0
5811,1
5813,1
5820,0
5823,0
5830,1
5831,0
5838,1
5839,1
5844,0
5846,1
5851,0
5852,0
5857,1
5859,0
5860,1
5862,1
5865,1
5866,0
5871,1
5872,0
5877,1
5878,0
5879,1
5880,1
5895,1
5897,1
5910,0
5914,1
5915,1
5917,1
5924,1
5926,1
5931,1
5936,1
5940,0
5941,1
5945,0
5946,1
5948,0
5951,0
5967,1
5968,0
5969,0
5970,0
5971,0
5973,1
5976,0
5977,0
5984,0
5986,1
5993,1
5994,1
6005,0
6006,1
6008,1
6010,0
6011,1
6014,0
6016,1
6018,0
6021,1
6025,1
6028,1
6029,0
6035,1
6040,1
6042,1
6044,0
6046,0
6052,0
6054,1
6062,1
6063,1
6067,1
6068,0
6077,1
6079,1
6080,1
6081,1
6082,1
6089,0
6095,1
6101,1
6107,1
6114,1
6117,0
6121,1
6122,1
6124,0
6129,0
6131,0
6136,1
6139,1
6142,1
6143,1
6144,1
6149,1
6155,0
6157,1
6158,1
6161,0
6168,0
6172,1
6176,1
6177,1
6179,0
6180,1
6182,1
6186,1
6189,1
6190,1
6194,0
6204,0
6205,0
6209,1
6210,0
6212,0
6214,0
6221,0
6225,0
6228,0
6229,1
6231,0
6235,1
6236,1
6237,1
6238,0
6239,1
6242,1
6249,1
6250,1
6251,1
6252,1
6260,0
6264,1
6266,1
6270,0
6275,1
6279,1
6280,1
6284,1
6285,1
6286,1
6287,1
6288,0
6289,0
6290,1
6291,1
6295,0
6298,1
6307,1
6308,0
6309,1
6313,1
6316,0
6319,1
6321,0
6324,1
6327,0
6333,0
6351,0
6352,1
6353,1
6357,1
6359,0
6360,0
6364,1
6367,1
6368,1
6377,1
6378,1
6379,0
6381,1
6390,1
6401,1
6408,1
6409,0
6411,0
6419,1
6424,0
6426,0
6428,0
6431,0
6432,0
6433,0
6435,1
6437,1
6439,1
6442,1
6444,1
6447,0
6456,0
6457,1
6460,0
6468,0
6471,0
6475,0
6476,1
6479,1
6483,1
6487,1
6488,1
6489,0
6496,0
6498,0
6502,1
6503,1
6507,0
6508,1
6509,0
6517,0
6521,0
6522,0
6524,1
6526,0
6531,0
6533,0
6538,1
6539,0
6544,0
6557,1
6558,0
6562,0
6563,1
6564,1
6574,0
6578,1
6581,0
6584,1
6587,1
6589,0
6590,1
6592,0
6595,0
6599,1
6600,0
6606,0
6609,0
6612,0
6615,0
6618,0
6620,0
6623,0
6633,0
6639,0
6640,1
6641,1
6645,1
6650,1
6651,0
6652,1
6657,0
6659,0
6666,1
6671,0
6673,0
6674,1
6677,0
6680,1
6684,1
6685,0
6691,0
6692,1
6696,0
6698,1
6704,1
6705,1
6710,0
6713,1
6715,1
6717,0
6718,1
6720,0
6728,1
6732,1
6733,0
6739,0
6740,1
6741,1
6743,1
6747,0
6750,1
6752,1
6753,0
6755,1
6761,0
6763,0
6768,1
6770,0
6771,0
6777,1
6778,0
6780,1
6782,0
6786,1
6791,0
6797,0
6798,0
6803,0
6805,1
6812,1
6816,1
6818,1
6822,1
6825,1
6826,1
6827,1
6829,1
6831,1
6836,0
6838,0
6840,0
6842,1
6846,1
6851,1
6853,0
6856,1
6859,0
6865,1
6866,1
6868,1
6869,1
6871,1
6873,0
6886,1
6887,1
6888,0
6889,1
6891,0
6894,1
6895,1
6899,1
6901,0
6902,0
6904,1
6906,1
6922,0
6923,0
6924,1
6927,0
6934,1
6938,1
6941,0
6942,1
6944,0
6947,0
6952,1
6957,0
6958,0
6964,1
6968,0
6969,1
6976,0
6982,0
6986,1
6987,1
6989,0
6991,1
6993,1
6995,1
6997,1
7000,1
7003,1
7004,0
7007,1
7011,1
7014,0
7016,1
7017,1
7020,1
7022,1
7028,1
7033,0
7034,1
7035,1
7038,1
7040,1
7041,1
7042,1
7045,0
7049,0
7055,0
7057,1
7062,1
7064,0
7066,0
7067,0
7072,0
7079,0
7082,1
7083,0
7084,1
7085,0
7087,0
7090,0
7094,1
7096,0
7099,0
7100,0
7101,0
7102,0
7103,1
7107,0
7110,1
7113,0
7117,1
7119,1
7123,1
7127,1
7133,0
7139,1
7143,1
7145,0
7151,0
7152,1
7153,1
7156,0
7162,1
7170,0
7172,0
7177,0
7181,0
7182,0
7189,0
7190,0
7200,1
7207,1
7209,1
7212,1
7216,1
7217,0
7219,0
7220,0
7222,1
7225,1
7233,1
7237,0
7238,0
7239,1
7240,0
7243,0
7245,1
7246,0
7249,1
7257,1
7258,0
7259,1
7262,1
7263,1
7269,1
7271,1
7273,1
7276,1
7279,1
7282,1
7284,1
7293,1
7298,1
7303,1
7304,1
7305,1
7308,1
7313,0
7314,1
7321,1
7322,1
7327,1
7333,1
7336,1
7339,1
7341,1
7346,1
7347,1
7349,0
7351,0
7353,1
7363,1
7364,0
7368,1
7370,0
7375,0
7376,1
7379,1
7382,0
7384,0
7385,0
7387,0
7388,1
7389,0
7394,0
7396,0
7398,0
7399,1
7401,0
7404,0
7406,0
7409,1
7411,0
7417,1
7420,0
7422,0
7423,1
7427,0
7429,1
7432,1
7435,1
7436,1
7440,1
7441,1
7445,1
7448,0
7449,1
7450,0
7454,0
7455,0
7460,1
7462,0
7464,0
7466,1
7468,0
7469,0
7471,0
7472,0
7483,0
7484,0
7485,1
7486,1
7487,0
7489,1
7492,0
7495,1
7499,0
7500,0
7506,1
7508,0
7509,0
7511,1
7516,1
7524,0
7538,1
7539,1
7541,1
7546,1
7549,1
7562,1
7564,1
7567,0
7572,1
7574,1
7575,1
7586,1
7592,0
7596,1
7597,0
7599,1
7606,1
7615,1
7618,0
7620,1
7624,1
7625,1
7629,1
7632,1
7636,0
7637,0
7646,0
7655,1
7658,0
7660,1
7664,1
7665,1
7666,0
7667,0
7673,0
7676,1
7682,0
7684,1
7690,1
7697,1
7700,0
7704,0
7705,1
7706,1
7708,1
7709,0
7710,1
7713,0
7716,0
7726,1
7729,1
7730,0
7732,1
7734,0
7740,0
7741,0
7745,1
7757,1
7762,1
7770,1
7776,0
7777,1
7778,1
7779,0
7782,1
7786,0
7791,0
7792,1
7794,0
7795,0
7796,0
7798,0
7805,0
7806,0
7808,0
7811,1
7814,1
7819,0
7820,0
7825,0
7829,1
7834,0
7836,0
7838,0
7841,0
7845,1
7846,1
7853,0
7856,1
7858,1
7859,1
7866,1
7875,1
7879,1
7884,1
7886,1
7890,1
7892,1
7896,0
7899,0
7900,1
7901,0
7904,1
7911,1
7917,1
7919,0
7920,0
7921,1
7922,1
7925,0
7927,0
7928,0
7931,1
7942,1
7946,1
7947,0
7948,0
7951,1
7956,0
7961,1
7964,1
7966,1
7967,1
7974,1
7975,1
7979,1
7985,1
7986,1
7993,1
7995,1
7997,1
7998,1
8004,1
8007,1
8011,1
8014,0
8022,0
8027,1
8033,1
8041,0
8042,1
8046,0
8048,1
8050,1
8051,1
8052,1
8053,0
8054,1
8059,0
8063,1
8072,0
8075,1
8076,0
8077,0
8078,1
8080,1
8082,1
8086,0
8090,1
8092,1
8093,0
8099,1
8104,1
8107,1
8108,1
8114,1
8115,0
8117,1
8123,0
8124,1
8127,1
8132,1
8134,0
8139,1
8145,0
8148,1
8151,1
8152,1
8153,1
8157,1
8160,1
8166,1
8167,1
8173,0
8174,1
8178,0
8179,0
8185,1
8186,1
8192,0
8193,1
8194,1
8197,0
8198,1
8199,0
8200,1
8206,1
8207,1
8220,1
8222,1
8227,0
8228,0
8229,0
8230,0
8233,1
8248,0
8249,0
8255,1
8260,0
8263,1
8265,1
8268,1
8269,0
8272,1
8273,1
8275,1
8277,0
8281,1
8282,1
8290,0
8293,0
8299,0
8302,1
8303,1
8305,1
8306,1
8307,1
8308,1
8313,1
8316,1
8319,0
8322,0
8323,1
8325,0
8326,0
8327,1
8328,1
8331,1
8333,0
8336,1
8338,1
8340,1
8342,0
8343,1
8353,1
8354,1
8357,0
8358,1
8359,0
8373,0
8376,1
8379,1
8380,1
8381,0
8384,0
8395,1
8398,0
8403,0
8407,1
8413,0
8417,1
8420,0
8421,0
8424,1
8426,1
8427,1
8438,1
8439,0
8442,0
8449,1
8456,0
8460,0
8462,0
8465,1
8466,1
8467,0
8469,1
8470,0
8474,0
8479,0
8481,0
8482,1
8485,1
8488,0
8492,1
8493,0
8495,1
8499,1
8501,0
8519,1
8521,0
8525,1
8527,0
8529,0
8532,0
8534,0
8535,0
8537,0
8544,1
8548,0
8549,0
8552,1
8554,0
8563,0
8564,0
8565,0
8566,0
8568,0
8569,1
8573,0
8583,0
8588,0
8590,0
8592,1
8593,0
8594,1
8597,0
8600,0
8601,1
8602,1
8603,1
8604,1
8605,1
8611,0
8614,0
8616,0
8617,1
8619,1
8626,1
8629,1
8630,0
8632,1
8634,0
8641,1
8645,0
8649,0
8652,0
8666,0
8671,0
8672,0
8675,1
8678,0
8679,1
8682,0
8687,1
8701,0
8703,1
8707,1
8713,0
8716,0
8719,0
8725,1
8730,0
8731,1
8748,0
8749,0
8756,0
8764,1
8765,0
8769,1
8771,0
8772,1
8773,0
8779,0
8792,0
8794,0
8796,0
8798,1
8803,0
8807,0
8809,0
8811,0
8813,0
8814,1
8818,1
8819,1
8820,0
8821,0
8822,1
8824,0
8826,0
8827,0
8828,0
8833,0
8834,0
8845,0
8847,0
8849,1
8861,0
8867,0
8868,0
8870,1
8873,0
8874,1
8876,0
8877,0
8879,0
8882,1
8884,0
8889,0
8891,0
8894,0
8895,1
8897,0
8898,1
8901,0
8904,0
8909,1
8910,0
8911,0
8915,1
8917,0
8918,1
8919,0
8922,0
8925,0
8928,0
8929,1
8930,1
8932,1
8937,1
8940,1
8943,0
8950,0
8951,0
8954,0
8958,1
8960,1
8964,0
8975,0
8977,0
8981,0
8982,0
8984,0
8988,1
8990,0
8991,0
8995,1
8997,1
9003,0
9004,0
9010,1
9011,1
9013,1
9014,0
9015,0
9017,0
9019,0
9021,1
9024,0
9032,0
9035,1
9036,0
9037,0
9043,1
9046,1
9048,1
9049,1
9050,1
9056,1
9063,0
9065,0
9066,1
9068,1
9069,1
9070,1
9073,1
9076,1
9091,1
9092,1
9104,0
9105,0
9108,0
9111,0
9115,0
9117,1
9122,0
9125,0
9127,1
9129,1
9133,0
9136,0
9138,1
9140,0
9147,1
9150,1
9152,1
9153,1
9155,1
9158,1
9160,1
9163,0
9165,1
9167,0
9168,1
9170,1
9176,0
9178,1
9184,1
9186,1
9188,1
9189,1
9190,1
9196,0
9198,0
9199,1
9200,0
9201,0
9202,0
9204,1
9205,1
9213,1
9214,1
9224,0
9227,0
9228,1
9229,1
9234,0
9236,0
9241,0
9243,0
9245,0
9256,0
9258,1
9261,1
9274,0
9279,1
9282,0
9284,0
9285,1
9291,1
9295,1
9299,0
9302,0
9304,0
9305,0
9306,0
9310,1
9312,0
9316,0
9318,1
9323,0
9326,1
9327,0
9328,0
9331,1
9335,0
9336,1
9340,1
9349,1
9352,0
9353,1
9354,1
9356,0
9357,1
9358,0
9359,0
9364,1
9366,0
9369,1
9370,0
9379,0
9381,0
9383,1
9389,0
9390,0
9392,1
9394,1
9398,0
9399,1
9400,1
9407,1
9409,0
9412,1
9413,1
9415,0
9419,1
9423,1
9424,1
9426,1
9427,1
9428,0
9429,1
9433,0
9437,0
9440,1
9442,0
9443,1
9444,1
9447,0
9459,1
9461,1
9462,1
9464,1
9473,0
9475,1
9476,1
